Product_Number,T일 예정 수주량,T+1일 예정 수주량,T+2일 예정 수주량,T+3일 예정 수주량,T+4일 예정 수주량,작년 T일 예정 수주량,작년 T+1일 예정 수주량,작년 T+2일 예정 수주량,작년 T+3일 예정 수주량,작년 T+4일 예정 수주량,Date,Temperature,Humidity
Product_86,569,422,415,0,0,586,575,703,633,485,2022-02-20,10.45,20.374
Product_86,555,470,0,0,524,552,492,557,482,0,2022-02-21,8.996,11.622
Product_86,555,470,0,0,524,552,492,557,482,0,2022-02-22,14.539,15.874
Product_86,555,470,0,0,524,552,492,557,482,0,2022-02-23,11.647,16.434
Product_86,555,470,0,0,524,552,492,557,482,0,2022-02-24,10.903,12.605
Product_86,559,477,451,564,497,0,499,406,444,581,2022-02-25,13.666,12.711
Product_86,513,491,522,492,0,595,601,543,544,574,2022-02-26,14.058,20.792
Product_86,564,540,493,0,584,616,554,555,581,497,2022-02-27,16.351,25.967
Product_86,632,512,0,514,560,543,569,588,513,0,2022-02-28,12.184,21.086
Product_86,595,0,511,548,572,598,605,521,0,502,2022-03-01,16.418,19.474
Product_86,595,0,511,548,572,598,605,521,0,502,2022-03-02,15.54,26.719
Product_86,588,544,568,597,610,534,0,503,509,466,2022-03-03,16.333,19.116
Product_86,599,567,603,603,543,0,504,549,461,502,2022-03-04,15.472,24.229
Product_86,624,605,622,564,0,504,567,442,496,515,2022-03-05,19.718,30.57
Product_86,678,627,585,0,514,582,500,601,515,399,2022-03-06,14.542,13.35
Product_86,737,590,0,509,584,504,578,521,499,0,2022-03-07,12.496,21.799
Product_86,737,590,0,509,584,504,578,521,499,0,2022-03-08,15.332,28.03
Product_86,737,590,0,509,584,504,578,521,499,0,2022-03-09,16.68,21.752
Product_86,638,598,449,544,503,477,0,534,522,545,2022-03-10,15.81,36.528
Product_86,666,458,555,473,460,0,543,525,592,574,2022-03-11,19.026,30.043
Product_86,574,573,476,472,0,535,517,535,505,511,2022-03-12,19.509,42.867
Product_86,640,493,464,0,536,531,611,565,539,422,2022-03-13,20.768,50.016
Product_86,580,516,578,558,536,451,0,285,306,237,2022-03-14,26.572,38.872
Product_86,616,560,590,588,532,0,0,451,523,533,2022-03-24,18.078,29.489
Product_86,600,589,582,555,0,0,445,514,560,459,2022-03-25,18.934,30.314
Product_86,621,581,526,0,0,446,494,548,492,0,2022-03-26,22.712,44.781
Product_86,636,558,0,0,449,508,511,504,341,0,2022-03-27,22.077,37.06
Product_86,632,0,0,0,0,0,0,0,0,0,2022-03-28,19.345,22.696
Product_86,632,0,0,0,0,0,0,0,0,0,2022-03-29,19.265,26.679
Product_86,632,0,0,0,0,0,0,0,0,0,2022-03-30,20.488,29.027
Product_86,632,0,0,0,0,0,0,0,0,0,2022-03-31,24.598,43.148
Product_86,632,0,0,0,0,0,0,0,0,0,2022-04-01,19.238,32.251
Product_86,632,0,0,0,0,0,0,0,0,0,2022-04-03,18.526,31.698
Product_86,632,0,0,0,0,0,0,0,0,0,2022-04-04,17.396,37.588
Product_86,632,0,0,0,0,0,0,0,0,0,2022-04-05,21.542,29.185
Product_86,632,0,0,0,0,0,0,0,0,0,2022-04-06,23.316,23.293
Product_86,641,488,489,426,412,351,0,460,431,428,2022-04-07,22.207,24.059
Product_86,523,480,477,412,0,0,337,394,442,437,2022-04-08,22.863,23.875
Product_86,555,506,413,0,0,317,395,445,436,382,2022-04-09,23.055,31.031
Product_86,609,411,0,0,323,399,453,430,371,449,2022-04-10,23.842,28.932
Product_86,529,0,0,307,379,456,466,384,474,0,2022-04-12,24.047,46.975
Product_86,0,0,391,351,451,467,395,448,0,561,2022-04-13,25.927,44.353
Product_86,0,0,391,351,451,467,395,448,0,561,2022-04-14,21.625,37.158
Product_86,392,350,452,466,397,447,0,561,552,524,2022-04-15,20.674,34.832
Product_86,391,459,475,375,423,0,0,571,628,587,2022-04-16,22.08,25.897
Product_86,531,458,376,409,0,0,587,616,587,598,2022-04-17,19.585,32.271
Product_86,569,422,415,0,0,586,575,703,633,485,2022-04-18,20.388,26.116
Product_86,555,470,0,0,524,552,492,557,482,0,2022-04-19,24.446,22.118
Product_86,555,470,0,0,524,552,492,557,482,0,2022-04-20,22.119,22.479
Product_86,555,470,0,0,524,552,492,557,482,0,2022-04-21,23.694,23.106
Product_86,555,470,0,0,524,552,492,557,482,0,2022-04-22,20.91,42.03
Product_86,559,477,451,564,497,0,499,406,444,581,2022-04-23,24.484,40.821
Product_86,513,491,522,492,0,595,601,543,544,574,2022-04-24,21.632,39.841
Product_86,564,540,493,0,584,616,554,555,581,497,2022-04-25,22.889,48.476
Product_86,632,512,0,514,560,543,569,588,513,0,2022-04-26,27.596,46.713
Product_86,595,0,511,548,572,598,605,521,0,502,2022-04-27,25.994,50.014
Product_86,595,0,511,548,572,598,605,521,0,502,2022-04-28,23.622,39.839
Product_86,588,544,568,597,610,534,0,503,509,466,2022-04-29,25.107,34.707
Product_86,599,567,603,603,543,0,504,549,461,502,2022-04-30,23.216,37.267
Product_86,624,605,622,564,0,504,567,442,496,515,2022-05-01,22.294,40.388
Product_86,678,627,585,0,514,582,500,601,515,399,2022-05-02,19.544,34.849
Product_86,737,590,0,509,584,504,578,521,499,0,2022-05-03,20.631,39.658
Product_86,737,590,0,509,584,504,578,521,499,0,2022-05-04,21.663,36.523
Product_86,737,590,0,509,584,504,578,521,499,0,2022-05-05,21.516,38.737
Product_86,638,598,449,544,503,477,0,534,522,545,2022-05-06,23.333,38.917
Product_86,666,458,555,473,460,0,543,525,592,574,2022-05-07,25.005,41.422
Product_86,574,573,476,472,0,535,517,535,505,511,2022-05-08,24.35,35.991
Product_86,640,493,464,0,536,531,611,565,539,422,2022-05-09,22.517,33.224
Product_86,578,470,0,527,522,538,537,533,439,0,2022-05-10,22.934,27.198
Product_86,578,470,0,527,522,538,537,533,439,0,2022-05-11,24.009,34.066
Product_87,104,64,15,44,50,0,0,40,11,0,2022-01-26,12.837,35.814
Product_87,75,18,42,51,0,0,41,12,0,19,2022-01-27,10.601,30.047
Product_87,23,40,47,0,0,41,16,15,103,0,2022-01-28,12.715,21.402
Product_87,41,51,0,0,41,15,14,103,105,0,2022-01-29,13.314,12.472
Product_87,62,0,0,0,0,0,0,0,0,0,2022-01-30,9.106,17.953
Product_87,62,0,0,0,0,0,0,0,0,0,2022-01-31,9.184,14.94
Product_87,62,0,0,0,0,0,0,0,0,0,2022-02-01,8.191,19.415
Product_87,62,0,0,0,0,0,0,0,0,0,2022-02-02,9.004,24.231
Product_87,62,0,0,0,0,0,0,0,0,0,2022-02-03,9.17,18.762
Product_87,62,0,0,0,0,0,0,0,0,0,2022-02-04,13.866,11.53
Product_87,62,0,0,0,0,0,0,0,0,0,2022-02-05,13.41,14.031
Product_87,62,0,0,0,0,0,0,0,0,0,2022-02-06,10.743,15.461
Product_87,62,0,0,0,0,0,0,0,0,0,2022-02-07,8.561,22.852
Product_87,62,0,0,0,0,0,0,0,0,0,2022-02-08,13.43,12.981
Product_87,55,15,55,111,145,156,0,87,23,70,2022-02-09,8.872,23.941
Product_87,30,22,107,131,0,0,150,116,49,35,2022-02-10,14.106,28.375
Product_87,15,107,132,0,0,153,119,53,74,105,2022-02-11,12.867,19.141
Product_87,107,134,0,0,153,120,55,97,151,109,2022-02-12,12.164,30.458
Product_87,144,0,0,152,130,56,111,156,92,0,2022-02-14,15.194,37.759
Product_87,0,0,165,145,55,87,150,113,0,44,2022-02-15,16.938,23.918
Product_87,0,0,165,145,55,87,150,113,0,44,2022-02-16,12.674,13.081
Product_87,165,145,55,87,150,113,0,44,12,23,2022-02-17,10.441,12.133
Product_87,175,68,68,147,131,0,0,47,9,29,2022-02-18,12.209,19.342
Product_87,94,68,147,137,0,0,44,9,29,0,2022-02-19,13.725,27.189
Product_87,74,154,144,0,0,51,3,32,1,3,2022-02-20,10.45,20.374
Product_87,159,160,0,0,56,6,31,1,4,0,2022-02-21,8.996,11.622
Product_87,159,160,0,0,56,6,31,1,4,0,2022-02-22,14.539,15.874
Product_87,159,160,0,0,56,6,31,1,4,0,2022-02-23,11.647,16.434
Product_87,159,160,0,0,56,6,31,1,4,0,2022-02-24,10.903,12.605
Product_87,92,8,0,0,0,0,0,0,0,0,2022-02-25,13.666,12.711
Product_87,32,0,0,0,0,0,0,0,0,0,2022-02-26,14.058,20.792
Product_87,2,0,0,0,0,0,0,0,0,0,2022-02-27,16.351,25.967
Product_87,2,0,0,0,0,0,0,0,0,0,2022-02-28,12.184,21.086
Product_87,0,0,0,0,0,0,0,0,0,0,2022-03-01,16.418,19.474
Product_87,0,0,0,0,0,0,0,0,0,0,2022-03-02,15.54,26.719
Product_87,0,0,0,0,0,0,0,0,0,0,2022-03-03,16.333,19.116
Product_87,0,0,0,0,0,0,0,0,0,0,2022-03-04,15.472,24.229
Product_87,0,0,0,0,0,0,0,0,0,2,2022-03-05,19.718,30.57
Product_87,0,0,0,0,0,0,0,0,1,11,2022-03-06,14.542,13.35
Product_87,0,0,0,0,0,0,2,24,44,0,2022-03-07,12.496,21.799
Product_87,0,0,0,0,0,0,2,24,44,0,2022-03-08,15.332,28.03
Product_87,0,0,0,0,0,0,2,24,44,0,2022-03-09,16.68,21.752
Product_87,0,0,0,4,26,39,0,54,60,59,2022-03-10,15.81,36.528
Product_87,0,0,1,25,39,0,55,59,65,62,2022-03-11,19.026,30.043
Product_87,0,1,26,40,0,54,59,58,56,53,2022-03-12,19.509,42.867
Product_87,0,24,48,0,54,57,58,62,57,74,2022-03-13,20.768,50.016
Product_87,60,64,58,60,57,62,0,85,79,94,2022-03-14,26.572,38.872
Product_87,104,64,15,44,50,0,0,40,11,0,2022-03-24,18.078,29.489
Product_87,75,18,42,51,0,0,41,12,0,19,2022-03-25,18.934,30.314
Product_87,23,40,47,0,0,41,16,15,103,0,2022-03-26,22.712,44.781
Product_87,41,51,0,0,41,15,14,103,105,0,2022-03-27,22.077,37.06
Product_87,62,0,0,0,0,0,0,0,0,0,2022-03-28,19.345,22.696
Product_87,62,0,0,0,0,0,0,0,0,0,2022-03-29,19.265,26.679
Product_87,62,0,0,0,0,0,0,0,0,0,2022-03-30,20.488,29.027
Product_87,62,0,0,0,0,0,0,0,0,0,2022-03-31,24.598,43.148
Product_87,62,0,0,0,0,0,0,0,0,0,2022-04-01,19.238,32.251
Product_87,62,0,0,0,0,0,0,0,0,0,2022-04-03,18.526,31.698
Product_87,62,0,0,0,0,0,0,0,0,0,2022-04-04,17.396,37.588
Product_87,62,0,0,0,0,0,0,0,0,0,2022-04-05,21.542,29.185
Product_87,62,0,0,0,0,0,0,0,0,0,2022-04-06,23.316,23.293
Product_87,55,15,55,111,145,156,0,87,23,70,2022-04-07,22.207,24.059
Product_87,30,22,107,131,0,0,150,116,49,35,2022-04-08,22.863,23.875
Product_87,15,107,132,0,0,153,119,53,74,105,2022-04-09,23.055,31.031
Product_87,107,134,0,0,153,120,55,97,151,109,2022-04-10,23.842,28.932
Product_87,144,0,0,152,130,56,111,156,92,0,2022-04-12,24.047,46.975
Product_87,0,0,165,145,55,87,150,113,0,44,2022-04-13,25.927,44.353
Product_87,0,0,165,145,55,87,150,113,0,44,2022-04-14,21.625,37.158
Product_87,165,145,55,87,150,113,0,44,12,23,2022-04-15,20.674,34.832
Product_87,175,68,68,147,131,0,0,47,9,29,2022-04-16,22.08,25.897
Product_87,94,68,147,137,0,0,44,9,29,0,2022-04-17,19.585,32.271
Product_87,74,154,144,0,0,51,3,32,1,3,2022-04-18,20.388,26.116
Product_87,159,160,0,0,56,6,31,1,4,0,2022-04-19,24.446,22.118
Product_87,159,160,0,0,56,6,31,1,4,0,2022-04-20,22.119,22.479
Product_87,159,160,0,0,56,6,31,1,4,0,2022-04-21,23.694,23.106
Product_87,159,160,0,0,56,6,31,1,4,0,2022-04-22,20.91,42.03
Product_87,92,8,0,0,0,0,0,0,0,0,2022-04-23,24.484,40.821
Product_87,32,0,0,0,0,0,0,0,0,0,2022-04-24,21.632,39.841
Product_87,2,0,0,0,0,0,0,0,0,0,2022-04-25,22.889,48.476
Product_87,2,0,0,0,0,0,0,0,0,0,2022-04-26,27.596,46.713
Product_87,0,0,0,0,0,0,0,0,0,0,2022-04-27,25.994,50.014
Product_87,0,0,0,0,0,0,0,0,0,0,2022-04-28,23.622,39.839
Product_87,0,0,0,0,0,0,0,0,0,0,2022-04-29,25.107,34.707
Product_87,0,0,0,0,0,0,0,0,0,0,2022-04-30,23.216,37.267
Product_87,0,0,0,0,0,0,0,0,0,2,2022-05-01,22.294,40.388
Product_87,0,0,0,0,0,0,0,0,1,11,2022-05-02,19.544,34.849
Product_87,0,0,0,0,0,0,2,24,44,0,2022-05-03,20.631,39.658
Product_87,0,0,0,0,0,0,2,24,44,0,2022-05-04,21.663,36.523
Product_87,0,0,0,0,0,0,2,24,44,0,2022-05-05,21.516,38.737
Product_87,0,0,0,4,26,39,0,54,60,59,2022-05-06,23.333,38.917
Product_87,0,0,1,25,39,0,55,59,65,62,2022-05-07,25.005,41.422
Product_87,0,1,26,40,0,54,59,58,56,53,2022-05-08,24.35,35.991
Product_87,0,24,48,0,54,57,58,62,57,74,2022-05-09,22.517,33.224
Product_87,24,36,0,58,65,52,58,57,59,0,2022-05-10,22.934,27.198
Product_87,24,36,0,58,65,52,58,57,59,0,2022-05-11,24.009,34.066
Product_88,187,193,217,190,219,0,0,198,132,267,2022-01-26,12.837,35.814
Product_88,212,213,200,199,0,0,204,147,225,456,2022-01-27,10.601,30.047
Product_88,247,213,183,0,0,217,175,201,258,805,2022-01-28,12.715,21.402
Product_88,248,175,0,0,202,168,217,241,367,0,2022-01-29,13.314,12.472
Product_88,209,0,0,0,0,0,0,0,0,0,2022-01-30,9.106,17.953
Product_88,209,0,0,0,0,0,0,0,0,0,2022-01-31,9.184,14.94
Product_88,209,0,0,0,0,0,0,0,0,0,2022-02-01,8.191,19.415
Product_88,209,0,0,0,0,0,0,0,0,0,2022-02-02,9.004,24.231
Product_88,209,0,0,0,0,0,0,0,0,0,2022-02-03,9.17,18.762
Product_88,209,0,0,0,0,0,0,0,0,0,2022-02-04,13.866,11.53
Product_88,209,0,0,0,0,0,0,0,0,0,2022-02-05,13.41,14.031
Product_88,209,0,0,0,0,0,0,0,0,0,2022-02-06,10.743,15.461
Product_88,209,0,0,0,0,0,0,0,0,0,2022-02-07,8.561,22.852
Product_88,209,0,0,0,0,0,0,0,0,0,2022-02-08,13.43,12.981
Product_88,118,160,187,219,231,302,0,325,363,307,2022-02-09,8.872,23.941
Product_88,87,116,192,240,0,0,208,200,223,186,2022-02-10,14.106,28.375
Product_88,126,176,258,0,0,215,199,210,177,181,2022-02-11,12.867,19.141
Product_88,195,262,0,0,215,200,211,172,171,162,2022-02-12,12.164,30.458
Product_88,295,0,0,194,172,163,122,167,156,0,2022-02-14,15.194,37.759
Product_88,0,0,229,159,168,131,151,161,0,147,2022-02-15,16.938,23.918
Product_88,0,0,229,159,168,131,151,161,0,147,2022-02-16,12.674,13.081
Product_88,230,160,167,131,150,161,0,148,188,195,2022-02-17,10.441,12.133
Product_88,182,133,125,161,161,0,0,204,172,211,2022-02-18,12.209,19.342
Product_88,167,118,164,169,0,0,240,224,259,256,2022-02-19,13.725,27.189
Product_88,154,119,154,0,0,214,198,203,212,206,2022-02-20,10.45,20.374
Product_88,134,153,0,0,222,208,277,234,223,0,2022-02-21,8.996,11.622
Product_88,134,153,0,0,222,208,277,234,223,0,2022-02-22,14.539,15.874
Product_88,134,153,0,0,222,208,277,234,223,0,2022-02-23,11.647,16.434
Product_88,134,153,0,0,222,208,277,234,223,0,2022-02-24,10.903,12.605
Product_88,239,211,269,259,245,0,226,189,240,260,2022-02-25,13.666,12.711
Product_88,261,221,274,274,0,273,296,286,301,251,2022-02-26,14.058,20.792
Product_88,236,259,272,0,279,272,277,289,247,340,2022-02-27,16.351,25.967
Product_88,308,263,0,255,240,281,271,248,318,0,2022-02-28,12.184,21.086
Product_88,303,0,251,255,294,280,259,351,0,395,2022-03-01,16.418,19.474
Product_88,303,0,251,255,294,280,259,351,0,395,2022-03-02,15.54,26.719
Product_88,285,249,295,283,257,333,0,399,371,456,2022-03-03,16.333,19.116
Product_88,258,259,245,257,316,0,395,316,455,403,2022-03-04,15.472,24.229
Product_88,280,193,183,214,0,402,304,430,381,312,2022-03-05,19.718,30.57
Product_88,239,173,195,0,407,311,398,310,331,398,2022-03-06,14.542,13.35
Product_88,209,195,0,354,236,303,245,238,252,0,2022-03-07,12.496,21.799
Product_88,209,195,0,354,236,303,245,238,252,0,2022-03-08,15.332,28.03
Product_88,209,195,0,354,236,303,245,238,252,0,2022-03-09,16.68,21.752
Product_88,307,185,354,264,242,301,0,262,278,249,2022-03-10,15.81,36.528
Product_88,228,347,227,247,304,0,253,274,288,308,2022-03-11,19.026,30.043
Product_88,367,245,245,293,0,263,267,247,273,279,2022-03-12,19.509,42.867
Product_88,300,240,285,0,263,275,260,307,300,315,2022-03-13,20.768,50.016
Product_88,202,139,156,186,182,201,0,401,401,463,2022-03-14,26.572,38.872
Product_88,187,193,217,190,219,0,0,198,132,267,2022-03-24,18.078,29.489
Product_88,212,213,200,199,0,0,204,147,225,456,2022-03-25,18.934,30.314
Product_88,247,213,183,0,0,217,175,201,258,805,2022-03-26,22.712,44.781
Product_88,248,175,0,0,202,168,217,241,367,0,2022-03-27,22.077,37.06
Product_88,209,0,0,0,0,0,0,0,0,0,2022-03-28,19.345,22.696
Product_88,209,0,0,0,0,0,0,0,0,0,2022-03-29,19.265,26.679
Product_88,209,0,0,0,0,0,0,0,0,0,2022-03-30,20.488,29.027
Product_88,209,0,0,0,0,0,0,0,0,0,2022-03-31,24.598,43.148
Product_88,209,0,0,0,0,0,0,0,0,0,2022-04-01,19.238,32.251
Product_88,209,0,0,0,0,0,0,0,0,0,2022-04-03,18.526,31.698
Product_88,209,0,0,0,0,0,0,0,0,0,2022-04-04,17.396,37.588
Product_88,209,0,0,0,0,0,0,0,0,0,2022-04-05,21.542,29.185
Product_88,209,0,0,0,0,0,0,0,0,0,2022-04-06,23.316,23.293
Product_88,118,160,187,219,231,302,0,325,363,307,2022-04-07,22.207,24.059
Product_88,87,116,192,240,0,0,208,200,223,186,2022-04-08,22.863,23.875
Product_88,126,176,258,0,0,215,199,210,177,181,2022-04-09,23.055,31.031
Product_88,195,262,0,0,215,200,211,172,171,162,2022-04-10,23.842,28.932
Product_88,295,0,0,194,172,163,122,167,156,0,2022-04-12,24.047,46.975
Product_88,0,0,229,159,168,131,151,161,0,147,2022-04-13,25.927,44.353
Product_88,0,0,229,159,168,131,151,161,0,147,2022-04-14,21.625,37.158
Product_88,230,160,167,131,150,161,0,148,188,195,2022-04-15,20.674,34.832
Product_88,182,133,125,161,161,0,0,204,172,211,2022-04-16,22.08,25.897
Product_88,167,118,164,169,0,0,240,224,259,256,2022-04-17,19.585,32.271
Product_88,154,119,154,0,0,214,198,203,212,206,2022-04-18,20.388,26.116
Product_88,134,153,0,0,222,208,277,234,223,0,2022-04-19,24.446,22.118
Product_88,134,153,0,0,222,208,277,234,223,0,2022-04-20,22.119,22.479
Product_88,134,153,0,0,222,208,277,234,223,0,2022-04-21,23.694,23.106
Product_88,134,153,0,0,222,208,277,234,223,0,2022-04-22,20.91,42.03
Product_88,239,211,269,259,245,0,226,189,240,260,2022-04-23,24.484,40.821
Product_88,261,221,274,274,0,273,296,286,301,251,2022-04-24,21.632,39.841
Product_88,236,259,272,0,279,272,277,289,247,340,2022-04-25,22.889,48.476
Product_88,308,263,0,255,240,281,271,248,318,0,2022-04-26,27.596,46.713
Product_88,303,0,251,255,294,280,259,351,0,395,2022-04-27,25.994,50.014
Product_88,303,0,251,255,294,280,259,351,0,395,2022-04-28,23.622,39.839
Product_88,285,249,295,283,257,333,0,399,371,456,2022-04-29,25.107,34.707
Product_88,258,259,245,257,316,0,395,316,455,403,2022-04-30,23.216,37.267
Product_88,280,193,183,214,0,402,304,430,381,312,2022-05-01,22.294,40.388
Product_88,239,173,195,0,407,311,398,310,331,398,2022-05-02,19.544,34.849
Product_88,209,195,0,354,236,303,245,238,252,0,2022-05-03,20.631,39.658
Product_88,209,195,0,354,236,303,245,238,252,0,2022-05-04,21.663,36.523
Product_88,209,195,0,354,236,303,245,238,252,0,2022-05-05,21.516,38.737
Product_88,307,185,354,264,242,301,0,262,278,249,2022-05-06,23.333,38.917
Product_88,228,347,227,247,304,0,253,274,288,308,2022-05-07,25.005,41.422
Product_88,367,245,245,293,0,263,267,247,273,279,2022-05-08,24.35,35.991
Product_88,300,240,285,0,263,275,260,307,300,315,2022-05-09,22.517,33.224
Product_88,296,261,0,193,183,155,155,127,168,0,2022-05-10,22.934,27.198
Product_88,296,261,0,193,183,155,155,127,168,0,2022-05-11,24.009,34.066
Product_89,1,14,8,3,26,0,0,180,185,110,2022-01-26,12.837,35.814
Product_89,14,8,3,20,0,0,180,179,119,5,2022-01-27,10.601,30.047
Product_89,15,2,78,0,0,164,168,87,8,0,2022-01-28,12.715,21.402
Product_89,3,44,0,0,173,164,115,10,55,0,2022-01-29,13.314,12.472
Product_89,19,0,0,0,0,0,0,0,0,0,2022-01-30,9.106,17.953
Product_89,19,0,0,0,0,0,0,0,0,0,2022-01-31,9.184,14.94
Product_89,19,0,0,0,0,0,0,0,0,0,2022-02-01,8.191,19.415
Product_89,19,0,0,0,0,0,0,0,0,0,2022-02-02,9.004,24.231
Product_89,19,0,0,0,0,0,0,0,0,0,2022-02-03,9.17,18.762
Product_89,19,0,0,0,0,0,0,0,0,0,2022-02-04,13.866,11.53
Product_89,19,0,0,0,0,0,0,0,0,0,2022-02-05,13.41,14.031
Product_89,19,0,0,0,0,0,0,0,0,0,2022-02-06,10.743,15.461
Product_89,19,0,0,0,0,0,0,0,0,0,2022-02-07,8.561,22.852
Product_89,19,0,0,0,0,0,0,0,0,0,2022-02-08,13.43,12.981
Product_89,116,158,100,101,85,64,0,26,53,60,2022-02-09,8.872,23.941
Product_89,102,24,14,69,0,0,167,141,127,180,2022-02-10,14.106,28.375
Product_89,47,13,53,0,0,170,140,132,157,163,2022-02-11,12.867,19.141
Product_89,18,56,0,0,167,142,135,154,146,127,2022-02-12,12.164,30.458
Product_89,47,0,0,129,99,102,150,133,123,0,2022-02-14,15.194,37.759
Product_89,0,0,121,105,86,149,139,115,0,98,2022-02-15,16.938,23.918
Product_89,0,0,121,105,86,149,139,115,0,98,2022-02-16,12.674,13.081
Product_89,121,105,86,149,139,116,0,97,102,108,2022-02-17,10.441,12.133
Product_89,122,80,123,142,116,0,0,96,117,97,2022-02-18,12.209,19.342
Product_89,90,112,98,82,0,0,95,124,98,121,2022-02-19,13.725,27.189
Product_89,119,93,83,0,0,111,124,103,126,256,2022-02-20,10.45,20.374
Product_89,103,35,0,0,98,137,105,122,203,0,2022-02-21,8.996,11.622
Product_89,103,35,0,0,98,137,105,122,203,0,2022-02-22,14.539,15.874
Product_89,103,35,0,0,98,137,105,122,203,0,2022-02-23,11.647,16.434
Product_89,103,35,0,0,98,137,105,122,203,0,2022-02-24,10.903,12.605
Product_89,97,145,112,112,190,0,166,376,188,19,2022-02-25,13.666,12.711
Product_89,142,122,123,159,0,87,58,34,16,32,2022-02-26,14.058,20.792
Product_89,146,125,163,0,88,61,31,21,32,17,2022-02-27,16.351,25.967
Product_89,66,78,0,90,59,35,20,31,24,0,2022-02-28,12.184,21.086
Product_89,70,0,99,60,36,19,33,23,0,6,2022-03-01,16.418,19.474
Product_89,70,0,99,60,36,19,33,23,0,6,2022-03-02,15.54,26.719
Product_89,109,69,39,17,31,27,0,1,30,41,2022-03-03,16.333,19.116
Product_89,81,54,19,25,34,0,0,24,18,20,2022-03-04,15.472,24.229
Product_89,60,22,19,41,0,1,23,18,9,61,2022-03-05,19.718,30.57
Product_89,26,22,39,0,2,23,17,3,66,124,2022-03-06,14.542,13.35
Product_89,23,39,0,2,24,32,16,65,47,0,2022-03-07,12.496,21.799
Product_89,23,39,0,2,24,32,16,65,47,0,2022-03-08,15.332,28.03
Product_89,23,39,0,2,24,32,16,65,47,0,2022-03-09,16.68,21.752
Product_89,8,26,32,19,64,45,0,35,28,36,2022-03-10,15.81,36.528
Product_89,21,25,24,65,53,0,34,29,40,41,2022-03-11,19.026,30.043
Product_89,28,11,58,46,0,35,44,147,155,142,2022-03-12,19.509,42.867
Product_89,14,58,50,0,34,30,59,52,90,169,2022-03-13,20.768,50.016
Product_89,48,33,58,50,76,142,0,179,154,148,2022-03-14,26.572,38.872
Product_89,1,14,8,3,26,0,0,180,185,110,2022-03-24,18.078,29.489
Product_89,14,8,3,20,0,0,180,179,119,5,2022-03-25,18.934,30.314
Product_89,15,2,78,0,0,164,168,87,8,0,2022-03-26,22.712,44.781
Product_89,3,44,0,0,173,164,115,10,55,0,2022-03-27,22.077,37.06
Product_89,19,0,0,0,0,0,0,0,0,0,2022-03-28,19.345,22.696
Product_89,19,0,0,0,0,0,0,0,0,0,2022-03-29,19.265,26.679
Product_89,19,0,0,0,0,0,0,0,0,0,2022-03-30,20.488,29.027
Product_89,19,0,0,0,0,0,0,0,0,0,2022-03-31,24.598,43.148
Product_89,19,0,0,0,0,0,0,0,0,0,2022-04-01,19.238,32.251
Product_89,19,0,0,0,0,0,0,0,0,0,2022-04-03,18.526,31.698
Product_89,19,0,0,0,0,0,0,0,0,0,2022-04-04,17.396,37.588
Product_89,19,0,0,0,0,0,0,0,0,0,2022-04-05,21.542,29.185
Product_89,19,0,0,0,0,0,0,0,0,0,2022-04-06,23.316,23.293
